,label,site,site.code,sub.site,sub.site.code,transect,trans,site.label,date,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,rug,lat,lon,d.range.code,depth.range,depth,t.length,t.width,t.area,family ,order,sp.code,sp.rich,sp.length,species,sp.n,data.origin
3185,ADR6CF,ADRASAN,ADR,6,6ADR,C,1010,ADR6CF,,Summer,NO,,,,,,1.34,36.337,30.529,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,6,,Diplodus.puntazzo,1,Sala - PEW
3187,ADR6CF,ADRASAN,ADR,6,6ADR,C,1010,ADR6CF,,Summer,NO,,,,,,1.34,36.337,30.529,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,6,,Diplodus.vulgaris,1,Sala - PEW
3188,ADR6CF,ADRASAN,ADR,6,6ADR,C,1010,ADR6CF,,Summer,NO,,,,,,1.34,36.337,30.529,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,OBLA,6,,Oblada.melanura,50,Sala - PEW
3191,ADR6CF,ADRASAN,ADR,6,6ADR,C,1010,ADR6CF,,Summer,NO,,,,,,1.34,36.337,30.529,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,6,,Thalassoma.pavo,10,Sala - PEW
3186,ADR6CF,ADRASAN,ADR,6,6ADR,C,1010,ADR6CF,,Summer,NO,,,,,,1.34,36.337,30.529,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,6,,Diplodus.sargus,4,Sala - PEW
3189,ADR6CF,ADRASAN,ADR,6,6ADR,C,1010,ADR6CF,,Summer,NO,,,,,,1.34,36.337,30.529,3,08-‹š”,10,25,5,125,Siganidae,Perciformes,SIGL,6,,Siganus.luridus,14,Sala - PEW
3190,ADR6CF,ADRASAN,ADR,6,6ADR,C,1010,ADR6CF,,Summer,NO,,,,,,1.34,36.337,30.529,3,08-‹š”,10,25,5,125,Scaridae,Perciformes,SPAR,6,,Sparisoma.cretense,5,Sala - PEW
2,AIR1AF,ILLA DE L'AIRE,AIR,1,1AIR,A,1011,AIR1AF,6/05/07,Summer,NO,,,,,,1.28,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,400,Sala - PEW
3,AIR1AF,ILLA DE L'AIRE,AIR,1,1AIR,A,1011,AIR1AF,6/05/07,Summer,NO,,,,,,1.28,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,5,Sala - PEW
4,AIR1AF,ILLA DE L'AIRE,AIR,1,1AIR,A,1011,AIR1AF,6/05/07,Summer,NO,,,,,,1.28,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,5,,Diplodus.puntazzo,1,Sala - PEW
5,AIR1AF,ILLA DE L'AIRE,AIR,1,1AIR,A,1011,AIR1AF,6/05/07,Summer,NO,,,,,,1.28,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,5,,Diplodus.vulgaris,2,Sala - PEW
7,AIR1AF,ILLA DE L'AIRE,AIR,1,1AIR,A,1011,AIR1AF,6/05/07,Summer,NO,,,,,,1.28,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,5,,Thalassoma.pavo,28,Sala - PEW
6,AIR1AF,ILLA DE L'AIRE,AIR,1,1AIR,A,1011,AIR1AF,6/05/07,Summer,NO,,,,,,1.28,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,6,Sala - PEW
8,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,7/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,7,,Chromis.chromis,100,Sala - PEW
9,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,7/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,7,,Coris.julis,8,Sala - PEW
11,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,7/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,7,,Diplodus.vulgaris,15,Sala - PEW
12,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,7/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,OBLA,7,,Oblada.melanura,4,Sala - PEW
15,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,8/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,7,,Symphodus.ocellatus,1,Sala - PEW
17,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,8/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,7,,Thalassoma.pavo,7,Sala - PEW
10,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,7/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,7,,Diplodus.sargus,1,Sala - PEW
13,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,7/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,7,,Sarpa.salpa,6,Sala - PEW
14,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,8/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,7,,Serranus.scriba,1,Sala - PEW
16,AIR1BF,ILLA DE L'AIRE,AIR,1,1AIR,B,1012,AIR1BF,8/05/07,Summer,NO,,,,,,1.62,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,7,,Symphodus.tinca,2,Sala - PEW
18,AIR1CF,ILLA DE L'AIRE,AIR,1,1AIR,C,1013,AIR1CF,8/05/07,Summer,NO,,,,,,1.31,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,200,Sala - PEW
19,AIR1CF,ILLA DE L'AIRE,AIR,1,1AIR,C,1013,AIR1CF,8/05/07,Summer,NO,,,,,,1.31,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,4,Sala - PEW
20,AIR1CF,ILLA DE L'AIRE,AIR,1,1AIR,C,1013,AIR1CF,18/05/07,Summer,NO,,,,,,1.31,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,5,,Diplodus.puntazzo,1,Sala - PEW
22,AIR1CF,ILLA DE L'AIRE,AIR,1,1AIR,C,1013,AIR1CF,18/05/07,Summer,NO,,,,,,1.31,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,5,,Diplodus.vulgaris,28,Sala - PEW
25,AIR1CF,ILLA DE L'AIRE,AIR,1,1AIR,C,1013,AIR1CF,18/05/07,Summer,NO,,,,,,1.31,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,5,,Thalassoma.pavo,8,Sala - PEW
21,AIR1CF,ILLA DE L'AIRE,AIR,1,1AIR,C,1013,AIR1CF,18/05/07,Summer,NO,,,,,,1.31,39.803,4.295,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,5,,Diplodus.sargus,1,Sala - PEW
23,AIR1CF,ILLA DE L'AIRE,AIR,1,1AIR,C,1013,AIR1CF,18/05/07,Summer,NO,,,,,,1.31,39.803,4.295,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,5,,Serranus.scriba,1,Sala - PEW
24,AIR1CF,ILLA DE L'AIRE,AIR,1,1AIR,C,1013,AIR1CF,18/05/07,Summer,NO,,,,,,1.31,39.803,4.295,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,3,Sala - PEW
30,AIR2AF,ILLA DE L'AIRE,AIR,2,2AIR,A,1014,AIR2AF,19/05/07,Summer,NO,,,,,,1.26,39.8,4.288,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,5,,Serranus.cabrilla,1,Sala - PEW
26,AIR2AF,ILLA DE L'AIRE,AIR,2,2AIR,A,1014,AIR2AF,19/05/07,Summer,NO,,,,,,1.26,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,90,Sala - PEW
27,AIR2AF,ILLA DE L'AIRE,AIR,2,2AIR,A,1014,AIR2AF,19/05/07,Summer,NO,,,,,,1.26,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,10,Sala - PEW
29,AIR2AF,ILLA DE L'AIRE,AIR,2,2AIR,A,1014,AIR2AF,19/05/07,Summer,NO,,,,,,1.26,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,5,,Diplodus.vulgaris,1,Sala - PEW
33,AIR2AF,ILLA DE L'AIRE,AIR,2,2AIR,A,1014,AIR2AF,20/05/07,Summer,NO,,,,,,1.26,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,5,,Thalassoma.pavo,11,Sala - PEW
28,AIR2AF,ILLA DE L'AIRE,AIR,2,2AIR,A,1014,AIR2AF,19/05/07,Summer,NO,,,,,,1.26,39.8,4.288,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,5,,Diplodus.sargus,5,Sala - PEW
31,AIR2AF,ILLA DE L'AIRE,AIR,2,2AIR,A,1014,AIR2AF,19/05/07,Summer,NO,,,,,,1.26,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,5,,Symphodus.mediterraneus,1,Sala - PEW
32,AIR2AF,ILLA DE L'AIRE,AIR,2,2AIR,A,1014,AIR2AF,20/05/07,Summer,NO,,,,,,1.26,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,4,Sala - PEW
34,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,20/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,4,,Chromis.chromis,110,Sala - PEW
35,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,20/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,4,,Coris.julis,8,Sala - PEW
37,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,20/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,4,,Diplodus.vulgaris,6,Sala - PEW
38,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,3/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Muraenidae,Anguilliformes,MHEL,4,,Muraena.helena,1,Sala - PEW
42,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,3/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,4,,Thalassoma.pavo,1,Sala - PEW
36,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,20/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,4,,Diplodus.sargus,1,Sala - PEW
39,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,3/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,4,,Sarpa.salpa,1,Sala - PEW
40,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,3/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,4,,Serranus.scriba,1,Sala - PEW
41,AIR2BF,ILLA DE L'AIRE,AIR,2,2AIR,B,1015,AIR2BF,3/05/07,Summer,NO,,,,,,2.04,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,4,,Symphodus.tinca,6,Sala - PEW
43,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,3/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,6,,Chromis.chromis,80,Sala - PEW
44,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,4/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,6,,Coris.julis,14,Sala - PEW
46,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,4/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,6,,Diplodus.vulgaris,3,Sala - PEW
47,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,4/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Mugilidae,Mugiliformes,MSUR,6,,Mullus.surmuletus,1,Sala - PEW
51,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,5/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,6,,Thalassoma.pavo,14,Sala - PEW
45,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,4/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,6,,Diplodus.sargus,1,Sala - PEW
48,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,4/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,6,,Sarpa.salpa,10,Sala - PEW
49,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,4/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,6,,Symphodus.mediterraneus,1,Sala - PEW
50,AIR2CF,ILLA DE L'AIRE,AIR,2,2AIR,C,1016,AIR2CF,5/05/07,Summer,NO,,,,,,1.1,39.8,4.288,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,6,,Symphodus.tinca,4,Sala - PEW
56,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,13/06/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,6,,Serranus.cabrilla,4,Sala - PEW
52,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,5/05/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,6,,Chromis.chromis,300,Sala - PEW
53,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,5/05/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,6,,Coris.julis,19,Sala - PEW
54,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,5/05/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,6,,Diplodus.annularis,2,Sala - PEW
55,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,5/05/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,6,,Diplodus.vulgaris,2,Sala - PEW
60,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,13/06/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,6,,Thalassoma.pavo,1,Sala - PEW
58,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,13/06/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,6,,Symphodus.roissali,1,Sala - PEW
57,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,13/06/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,6,,Serranus.scriba,1,Sala - PEW
59,AIR3AF,ILLA DE L'AIRE,AIR,3,3AIR,A,1017,AIR3AF,13/06/07,Summer,NO,,,,,,1.34,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,6,,Symphodus.tinca,4,Sala - PEW
61,AIR3BF,ILLA DE L'AIRE,AIR,3,3AIR,B,1018,AIR3BF,13/06/07,Summer,NO,,,,,,1.83,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,300,Sala - PEW
62,AIR3BF,ILLA DE L'AIRE,AIR,3,3AIR,B,1018,AIR3BF,14/06/07,Summer,NO,,,,,,1.83,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,5,Sala - PEW
63,AIR3BF,ILLA DE L'AIRE,AIR,3,3AIR,B,1018,AIR3BF,14/06/07,Summer,NO,,,,,,1.83,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,5,,Diplodus.vulgaris,8,Sala - PEW
64,AIR3BF,ILLA DE L'AIRE,AIR,3,3AIR,B,1018,AIR3BF,14/06/07,Summer,NO,,,,,,1.83,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,LM,5,,Labrus.merula,1,Sala - PEW
66,AIR3BF,ILLA DE L'AIRE,AIR,3,3AIR,B,1018,AIR3BF,14/06/07,Summer,NO,,,,,,1.83,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,5,,Thalassoma.pavo,3,Sala - PEW
65,AIR3BF,ILLA DE L'AIRE,AIR,3,3AIR,B,1018,AIR3BF,14/06/07,Summer,NO,,,,,,1.83,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,10,Sala - PEW
67,AIR3CF,ILLA DE L'AIRE,AIR,3,3AIR,C,1019,AIR3CF,14/06/07,Summer,NO,,,,,,1.38,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,150,Sala - PEW
68,AIR3CF,ILLA DE L'AIRE,AIR,3,3AIR,C,1019,AIR3CF,15/06/07,Summer,NO,,,,,,1.38,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,9,Sala - PEW
69,AIR3CF,ILLA DE L'AIRE,AIR,3,3AIR,C,1019,AIR3CF,15/06/07,Summer,NO,,,,,,1.38,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,5,,Diplodus.vulgaris,4,Sala - PEW
71,AIR3CF,ILLA DE L'AIRE,AIR,3,3AIR,C,1019,AIR3CF,15/06/07,Summer,NO,,,,,,1.38,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,MEL,5,,Symphodus.melanocercus,1,Sala - PEW
74,AIR3CF,ILLA DE L'AIRE,AIR,3,3AIR,C,1019,AIR3CF,13/05/07,Summer,NO,,,,,,1.38,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,5,,Thalassoma.pavo,1,Sala - PEW
72,AIR3CF,ILLA DE L'AIRE,AIR,3,3AIR,C,1019,AIR3CF,15/06/07,Summer,NO,,,,,,1.38,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,5,,Symphodus.roissali,1,Sala - PEW
70,AIR3CF,ILLA DE L'AIRE,AIR,3,3AIR,C,1019,AIR3CF,15/06/07,Summer,NO,,,,,,1.38,39.822,4.22,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,5,,Serranus.scriba,4,Sala - PEW
73,AIR3CF,ILLA DE L'AIRE,AIR,3,3AIR,C,1019,AIR3CF,15/06/07,Summer,NO,,,,,,1.38,39.822,4.22,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,6,Sala - PEW
75,AIR4AF,ILLA DE L'AIRE,AIR,4,4AIR,A,1020,AIR4AF,13/05/07,Summer,NO,,,,,,1.67,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,100,Sala - PEW
76,AIR4AF,ILLA DE L'AIRE,AIR,4,4AIR,A,1020,AIR4AF,13/05/07,Summer,NO,,,,,,1.67,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,18,Sala - PEW
77,AIR4AF,ILLA DE L'AIRE,AIR,4,4AIR,A,1020,AIR4AF,13/05/07,Summer,NO,,,,,,1.67,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,5,,Diplodus.annularis,1,Sala - PEW
78,AIR4AF,ILLA DE L'AIRE,AIR,4,4AIR,A,1020,AIR4AF,13/05/07,Summer,NO,,,,,,1.67,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,5,,Diplodus.vulgaris,5,Sala - PEW
79,AIR4AF,ILLA DE L'AIRE,AIR,4,4AIR,A,1020,AIR4AF,13/05/07,Summer,NO,,,,,,1.67,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,5,,Symphodus.ocellatus,3,Sala - PEW
80,AIR4AF,ILLA DE L'AIRE,AIR,4,4AIR,A,1020,AIR4AF,15/05/07,Summer,NO,,,,,,1.67,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,2,Sala - PEW
81,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,15/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,100,Sala - PEW
82,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,15/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,12,Sala - PEW
83,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,15/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,5,,Diplodus.annularis,2,Sala - PEW
84,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,15/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,5,,Diplodus.vulgaris,7,Sala - PEW
87,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,16/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,5,,Symphodus.ocellatus,1,Sala - PEW
88,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,16/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,5,,Symphodus.roissali,1,Sala - PEW
86,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,16/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,5,,Symphodus.mediterraneus,1,Sala - PEW
89,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,17/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,22,Sala - PEW
85,AIR4BF,ILLA DE L'AIRE,AIR,4,4AIR,B,1021,AIR4BF,15/05/07,Summer,NO,,,,,,1.22,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,VIR,5,,Labrus.viridis,1,Sala - PEW
98,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,24/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,10,,Serranus.cabrilla,1,Sala - PEW
90,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,17/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,10,,Chromis.chromis,110,Sala - PEW
91,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,17/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,10,,Coris.julis,10,Sala - PEW
92,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,23/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,10,,Diplodus.annularis,1,Sala - PEW
93,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,23/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,10,,Diplodus.puntazzo,2,Sala - PEW
95,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,23/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,10,,Diplodus.vulgaris,5,Sala - PEW
96,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,23/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Mugilidae,Mugiliformes,MSUR,10,,Mullus.surmuletus,1,Sala - PEW
100,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,24/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,10,,Symphodus.ocellatus,3,Sala - PEW
101,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,24/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,10,,Symphodus.roissali,2,Sala - PEW
94,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,23/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,10,,Diplodus.sargus,2,Sala - PEW
97,AIR4CF,ILLA DE L'AIRE,AIR,4,4AIR,C,1022,AIR4CF,23/05/07,Summer,NO,,,,,,1.49,39.821,4.227,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,10,,Sarpa.salpa,4,Sala - PEW
